debug: Token file: ./pytorch.token
debug: Read dummy DCAP token
debug: enclave created:
debug:     base:           0x0000000000000000
debug:     size:           0x0000000400000000
debug:     misc_select:    0x00000000
debug:     attr.flags:     0x0000000000000005
debug:     attr.xfrm:      0x00000000000000e7
debug:     ssa_frame_size: 4
debug:     isv_prod_id:    0x00000000
debug:     isv_svn:        0x00000000
debug: adding pages to enclave: 0x3ffc44000-0x400000000 [REG:R--] (manifest) measured
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet", 0x1da038630) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/chardistribution.py", 0x1da038310) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/chardistribution.py", 0x1da038b10) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/chardistribution.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da038860) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da0388c0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da038c10) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x16e4ff460, 0x181a) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x1819
[P1:T1:python3.8] trace: ---- shim_read(3, 0x16e500c79, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/chardistribution.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da038860) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da0388c0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da038c10) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x170607b00, 0x24c4) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x24c3
[P1:T1:python3.8] trace: ---- shim_read(3, 0x170609fc3, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/chardistribution.py", 0x1da038980) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/__pycache__", 0x1da038500) = 0x0
warning: Disallowing access to file '/usr/lib/python3/dist-packages/chardet/__pycache__/chardistribution.cpython-38.pyc.6183009712'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/chardistribution.cpython-38.pyc.6183009712", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet", 0x1da037810) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/euctwfreq.py", 0x1da0374f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/euctwfreq.py", 0x1da037cf0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/euctwfreq.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x170607b00, 0x69fd) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x69fc
[P1:T1:python3.8] trace: ---- shim_read(3, 0x17060e4fc, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/euctwfreq.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x16e4f4880, 0x7b86) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x7b85
[P1:T1:python3.8] trace: ---- shim_read(3, 0x16e4fc405, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16eaa4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16ea24000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e9e4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e9a4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e964000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e824000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e764000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e724000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e6e4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e6a4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e664000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e624000
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e664000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e6a4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e6e4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e724000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e764000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e824000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e964000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e9a4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e9e4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16ea24000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16eaa4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/euctwfreq.py", 0x1da037b60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/__pycache__", 0x1da0376e0) = 0x0
warning: Disallowing access to file '/usr/lib/python3/dist-packages/chardet/__pycache__/euctwfreq.cpython-38.pyc.6182983216'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/euctwfreq.cpython-38.pyc.6182983216", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet", 0x1da037810) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/euckrfreq.py", 0x1da0374f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/euckrfreq.py", 0x1da037cf0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/euckrfreq.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x170607b00, 0x2eed) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x2eec
[P1:T1:python3.8] trace: ---- shim_read(3, 0x17060a9ec, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/euckrfreq.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x16e4fd450, 0x34eb) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x34ea
[P1:T1:python3.8] trace: ---- shim_read(3, 0x16e50093a, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16eaa4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16ea24000
[P1:T1:python3.8] trace: ---- shim_munmap(0x16eaa4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/euckrfreq.py", 0x1da037b60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/__pycache__", 0x1da0376e0) = 0x0
warning: Disallowing access to file '/usr/lib/python3/dist-packages/chardet/__pycache__/euckrfreq.cpython-38.pyc.6182983216'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/euckrfreq.cpython-38.pyc.6182983216", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet", 0x1da037810) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/gb2312freq.py", 0x1da0374f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/gb2312freq.py", 0x1da037cf0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/gb2312freq.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x17069aa00, 0x4a71) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x4a70
[P1:T1:python3.8] trace: ---- shim_read(3, 0x17069f470, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/gb2312freq.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1706a45b0, 0x50ec) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x50eb
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1706a969b, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16eaa4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e9e4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e9a4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e964000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e824000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e764000
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e824000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e964000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e9a4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e9e4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16eaa4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/gb2312freq.py", 0x1da037b60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/__pycache__", 0x1da0376e0) = 0x0
warning: Disallowing access to file '/usr/lib/python3/dist-packages/chardet/__pycache__/gb2312freq.cpython-38.pyc.6182983216'; file is not protected, trusted or allowed.
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/gb2312freq.cpython-38.pyc.6182983216", O_WRONLY|O_CREAT|O_EXCL|0x80000, 0644) = -13
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet", 0x1da037810) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/big5freq.py", 0x1da0374f0) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/big5freq.py", 0x1da037cf0) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/__pycache__/big5freq.cpython-38.pyc", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x170607b00, 0x69f9) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x69f8
[P1:T1:python3.8] trace: ---- shim_read(3, 0x17060e4f8, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_openat(AT_FDCWD, "/usr/lib/python3/dist-packages/chardet/big5freq.py", O_RDONLY|0x80000, 0000) = 0x3
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037a40) = 0x0
[P1:T1:python3.8] trace: ---- shim_ioctl(3, TCGETS, 0x1da037aa0) ...
[P1:T1:python3.8] trace: ---- return from shim_ioctl(...) = -38
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_lseek(3, 0x0, SEEK_CUR) = 0x0
[P1:T1:python3.8] trace: ---- shim_fstat(3, 0x1da037df0) = 0x0
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1705feee0, 0x7a17) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x7a16
[P1:T1:python3.8] trace: ---- shim_read(3, 0x1706068f6, 0x1) ...
[P1:T1:python3.8] trace: ---- return from shim_read(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_close(3) = 0x0
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16eaa4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e9e4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e9a4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e964000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e824000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e724000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e6e4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e6a4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e664000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e4a4000
[P1:T1:python3.8] trace: ---- shim_mmap(0, 0x40000, PROT_READ|PROT_WRITE, MAP_PRIVATE|MAP_ANONYMOUS, -1, 0x0) ...
[P1:T1:python3.8] trace: ---- return from shim_mmap(...) = 0x16e464000
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e664000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e6a4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e6e4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e724000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e824000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e964000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e9a4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16e9e4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_munmap(0x16eaa4000, 0x40000) ...
[P1:T1:python3.8] trace: ---- return from shim_munmap(...) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/big5freq.py", 0x1da037b60) = 0x0
[P1:T1:python3.8] trace: ---- shim_stat("/usr/lib/python3/dist-packages/chardet/__pycache__", 0x1da0376e0) = 0x0
warning: Disallowing access to file '/usr/lib/python3/dist-packages/chardet/__pycache__/big5freq.cpython-38.pyc.6182983216'; file is not protected, trusted or allowed.
